context,conversation_turn,score
"Facet: Risktaking; Definition: Risktaking refers to the willingness to engage in behaviors that have uncertain outcomes, where potential gains are accompanied by potential losses or negative consequences.; Rubric: 1: Averse | 2: Cautious | 3: Balanced | 4: Adventurous | 5: Daring","I usually stick to the safest option, even if it means missing out on bigger opportunities.",1
"Facet: Hostility; Definition: Hostility is a negative, antagonistic attitude or disposition, often characterized by feelings of anger, resentment, cynicism, and a readiness to perceive others as threatening or malicious. It can manifest as verbal aggression, irritability, or indirect expressions of ill will.; Rubric: 1: Calm, Forgiving | 2: Patient, Mildly Annoyed | 3: Irritable, Sarcastic | 4: Argumentative, Resentful | 5: Aggressive, Vengeful","Honestly, I just let it go; everyone makes mistakes, and there's no point holding a grudge.",1
"Facet: Hostility; Definition: Hostility is a negative, antagonistic attitude or disposition, often characterized by feelings of anger, resentment, cynicism, and a readiness to perceive others as threatening or malicious. It can manifest as verbal aggression, irritability, or indirect expressions of ill will.; Rubric: 1: Calm, Forgiving | 2: Patient, Mildly Annoyed | 3: Irritable, Sarcastic | 4: Argumentative, Resentful | 5: Aggressive, Vengeful","It was a bit frustrating when they cut me off, but I just sighed and kept driving.",2
"Facet: Hostility; Definition: Hostility is a negative, antagonistic attitude or disposition, often characterized by feelings of anger, resentment, cynicism, and a readiness to perceive others as threatening or malicious. It can manifest as verbal aggression, irritability, or indirect expressions of ill will.; Rubric: 1: Calm, Forgiving | 2: Patient, Mildly Annoyed | 3: Irritable, Sarcastic | 4: Argumentative, Resentful | 5: Aggressive, Vengeful","Oh, *great*, another 'urgent' email five minutes before closing. Just what I needed today.",3
"Facet: Hostility; Definition: Hostility is a negative, antagonistic attitude or disposition, often characterized by feelings of anger, resentment, cynicism, and a readiness to perceive others as threatening or malicious. It can manifest as verbal aggression, irritability, or indirect expressions of ill will.; Rubric: 1: Calm, Forgiving | 2: Patient, Mildly Annoyed | 3: Irritable, Sarcastic | 4: Argumentative, Resentful | 5: Aggressive, Vengeful","I told him exactly what I thought of his constant tardiness; it's disrespectful, and I'm tired of it.",4
"Facet: Hostility; Definition: Hostility is a negative, antagonistic attitude or disposition, often characterized by feelings of anger, resentment, cynicism, and a readiness to perceive others as threatening or malicious. It can manifest as verbal aggression, irritability, or indirect expressions of ill will.; Rubric: 1: Calm, Forgiving | 2: Patient, Mildly Annoyed | 3: Irritable, Sarcastic | 4: Argumentative, Resentful | 5: Aggressive, Vengeful","If he tries to undermine me again, I swear I'll make sure his project fails spectacularly.",5
"Facet: Independence; Definition: Independence refers to the capacity and tendency to act, think, and make decisions autonomously, free from excessive reliance on or control by others. It involves self-reliance, self-direction, and the ability to function effectively without constant external support or guidance.; Rubric: 1: Dependent | 2: Guided | 3: Collaborative | 4: Self-Reliant | 5: Autonomous",I can't even pick out what to wear without asking my friend if it looks okay first.,1
"Facet: Independence; Definition: Independence refers to the capacity and tendency to act, think, and make decisions autonomously, free from excessive reliance on or control by others. It involves self-reliance, self-direction, and the ability to function effectively without constant external support or guidance.; Rubric: 1: Dependent | 2: Guided | 3: Collaborative | 4: Self-Reliant | 5: Autonomous","I usually have a plan, but I always double-check with my boss before starting any new project, just to be sure.",2
"Facet: Independence; Definition: Independence refers to the capacity and tendency to act, think, and make decisions autonomously, free from excessive reliance on or control by others. It involves self-reliance, self-direction, and the ability to function effectively without constant external support or guidance.; Rubric: 1: Dependent | 2: Guided | 3: Collaborative | 4: Self-Reliant | 5: Autonomous","For big decisions, I like to get input from others, but I'm comfortable making the final call once I've weighed all the options.",3
"Facet: Independence; Definition: Independence refers to the capacity and tendency to act, think, and make decisions autonomously, free from excessive reliance on or control by others. It involves self-reliance, self-direction, and the ability to function effectively without constant external support or guidance.; Rubric: 1: Dependent | 2: Guided | 3: Collaborative | 4: Self-Reliant | 5: Autonomous",I prefer to tackle problems on my own and only ask for help if I've really exhausted all my options.,4
"Facet: Independence; Definition: Independence refers to the capacity and tendency to act, think, and make decisions autonomously, free from excessive reliance on or control by others. It involves self-reliance, self-direction, and the ability to function effectively without constant external support or guidance.; Rubric: 1: Dependent | 2: Guided | 3: Collaborative | 4: Self-Reliant | 5: Autonomous",I thrive on projects where I'm given full ownership and can define my own path from start to finish.,5
"Facet: Sufi practice: Sufi retreat attendance count; Definition: This facet quantifies the number of times an individual has participated in a Sufi retreat, which are structured periods of intensive spiritual practice, contemplation, and seclusion aimed at deepening one's connection to the Divine within the Sufi tradition.; Rubric: 1: Never | 2: Rarely | 3: Occasionally | 4: Frequently | 5: Very Frequently","Despite my interest in Sufism, I've actually never had the opportunity to attend a retreat.",1
"Facet: Sufi practice: Sufi retreat attendance count; Definition: This facet quantifies the number of times an individual has participated in a Sufi retreat, which are structured periods of intensive spiritual practice, contemplation, and seclusion aimed at deepening one's connection to the Divine within the Sufi tradition.; Rubric: 1: Never | 2: Rarely | 3: Occasionally | 4: Frequently | 5: Very Frequently","I've only been to a Sufi retreat once, a few years ago, when a friend invited me to an introductory weekend.",2
"Facet: Sufi practice: Sufi retreat attendance count; Definition: This facet quantifies the number of times an individual has participated in a Sufi retreat, which are structured periods of intensive spiritual practice, contemplation, and seclusion aimed at deepening one's connection to the Divine within the Sufi tradition.; Rubric: 1: Never | 2: Rarely | 3: Occasionally | 4: Frequently | 5: Very Frequently","I try to go to a Sufi retreat whenever I can, perhaps once every year or two, if my schedule permits.",3
"Facet: Sufi practice: Sufi retreat attendance count; Definition: This facet quantifies the number of times an individual has participated in a Sufi retreat, which are structured periods of intensive spiritual practice, contemplation, and seclusion aimed at deepening one's connection to the Divine within the Sufi tradition.; Rubric: 1: Never | 2: Rarely | 3: Occasionally | 4: Frequently | 5: Very Frequently","I make an effort to attend Sufi retreats quite often, usually two or three times a year, as I find them incredibly beneficial.",4
